head,layer,mean_margin_recovery,median_margin_recovery,n,node_id,node_type,positive_fraction,task
25,24,7.841749932932887e-05,1.713679209246224e-06,12,attn:24-25,attn,0.5,ceo_lastname
26,24,0.010827227240277093,0.00927146624795748,12,attn:24-26,attn,0.9166666666666666,ceo_lastname
27,24,0.034136604573838054,0.033871567130136185,12,attn:24-27,attn,0.8333333333333334,ceo_lastname
28,24,-3.23190558480671e-05,-8.120644918008128e-05,12,attn:24-28,attn,0.25,ceo_lastname
29,24,0.0001849542266858311,-6.4120258122551255e-09,12,attn:24-29,attn,0.3333333333333333,ceo_lastname
3,24,0.0006246127792518505,-5.015798645778215e-09,12,attn:24-3,attn,0.5,ceo_lastname
30,24,-0.00018307254600113533,-4.371261309254528e-07,12,attn:24-30,attn,0.3333333333333333,ceo_lastname
31,24,-0.00016402237737333136,1.7186819316652834e-08,12,attn:24-31,attn,0.5,ceo_lastname
4,24,-3.3563073915349235e-06,-3.002681267814476e-09,12,attn:24-4,attn,0.3333333333333333,ceo_lastname
5,24,1.5092049125120274e-05,-5.3630706660077686e-08,12,attn:24-5,attn,0.25,ceo_lastname
6,24,0.00010601147682741644,-3.800868740856872e-06,12,attn:24-6,attn,0.25,ceo_lastname
7,24,7.395436388143448e-05,3.72876180517929e-05,12,attn:24-7,attn,0.5833333333333334,ceo_lastname
8,24,0.0002622717618284027,6.332673218742026e-08,12,attn:24-8,attn,0.5833333333333334,ceo_lastname
9,24,5.704442377945756e-06,1.2814290284622038e-07,12,attn:24-9,attn,0.5,ceo_lastname
0,25,5.151779845019829e-05,5.079092391762822e-09,12,attn:25-0,attn,0.5,ceo_lastname
1,25,-9.107013897326585e-05,-5.707207342226365e-10,12,attn:25-1,attn,0.4166666666666667,ceo_lastname
